"transaction_id","sample_id","transaction_type","transaction_amount"
52350053,30563,"REBILL",24.95
52350054,30569,"REBILL",19.95
52350055,30572,"REBILL",24.95
52350056,30572,"REBILL",24.95
52350057,30572,"REBILL",24.95
52350058,30574,"REBILL",24.95
52350059,30620,"REBILL",29.95
52350060,30620,"REBILL",29.95
52350061,30672,"REBILL",24.95
52350062,30679,"REBILL",39.95
52350063,30680,"CHARGEBACK",-29.95
52350064,30680,"CHARGEBACK",-29.95
52350065,30682,"REBILL",39.95
52350066,30682,"REBILL",39.95
52350067,30682,"REBILL",39.95
52350068,30686,"REBILL",24.95
52350069,30710,"REBILL",24.95
52350070,30736,"REBILL",19.95
52350071,30736,"REBILL",19.95
52350072,30759,"REBILL",24.95
52350073,30759,"REBILL",24.95
52350074,30780,"REBILL",19.95
52350075,30780,"REBILL",19.95
52350076,30780,"REBILL",19.95
52350077,30780,"REBILL",19.95
52350078,30780,"REBILL",19.95
52350079,30780,"REBILL",19.95
52350080,30780,"REBILL",19.95
52350081,30780,"REBILL",19.95
52350082,30780,"REBILL",19.95
52350083,30827,"REBILL",29.95
52350084,30847,"REFUND",-19.95
52350085,30871,"REBILL",29.95
52350086,30878,"REBILL",24.95
52350087,30878,"REBILL",24.95
52350088,30878,"REBILL",24.95
52350089,30878,"REBILL",24.95
52350090,30878,"REBILL",24.95
52350091,30919,"REBILL",24.95
52350092,30919,"REBILL",24.95
52350093,30919,"REBILL",24.95
52350094,30919,"REBILL",24.95
52350095,30939,"REBILL",19.95
52350096,30939,"REBILL",19.95
52350097,30939,"REBILL",19.95
52350098,30976,"REFUND",-24.95
52350099,30976,"REFUND",-24.95
52350100,30976,"REFUND",-24.95
52350101,31016,"REBILL",24.95
52350102,31016,"REBILL",24.95
52350103,31016,"REBILL",24.95
52350104,31016,"REBILL",24.95
52350105,31016,"REBILL",24.95
52350106,31065,"REBILL",32.95
52350107,31065,"REBILL",32.95
52350108,31065,"REBILL",32.95
52350109,31102,"REBILL",29.95
52350110,31173,"REBILL",24.95
52350111,31173,"REBILL",24.95
52350112,31173,"REBILL",24.95
52350113,31173,"REBILL",24.95
52350114,31173,"REBILL",24.95
52350115,31173,"REBILL",24.95
52350116,31204,"REBILL",19.95
52350117,31204,"REBILL",19.95
52350118,31204,"REBILL",19.95
52350119,31204,"REBILL",19.95
52350120,31204,"REBILL",19.95
52350121,31204,"REBILL",19.95
52350122,31204,"REBILL",19.95
52350123,31204,"REBILL",19.95
52350124,31204,"REBILL",19.95
52350125,31204,"REBILL",19.95
52350126,31204,"REBILL",19.95
52350127,31204,"REBILL",19.95
52350128,31208,"REBILL",39.95
52350129,31208,"REBILL",39.95
52350130,31224,"REBILL",29.95
52350131,31227,"REBILL",19.95
52350132,31230,"REBILL",29.95
52350133,31238,"REBILL",19.95
52350134,31238,"REBILL",19.95
52350135,31238,"REBILL",19.95
52350136,31238,"REBILL",19.95
52350137,31268,"REFUND",-24.95
52350138,31302,"REBILL",29.95
52350139,31306,"REBILL",24.95
52350140,31306,"REBILL",24.95
52350141,31306,"REBILL",24.95
52350142,31306,"REBILL",24.95
52350143,31337,"REBILL",24.95
52350144,31353,"REBILL",24.95
52350145,31353,"REBILL",24.95
52350146,31353,"REBILL",24.95
52350147,31353,"REBILL",24.95
52350148,31367,"REBILL",24.95
52350149,31367,"REBILL",24.95
52350150,31367,"REBILL",24.95
52350151,31411,"REBILL",32.95
52350152,31411,"REBILL",32.95
52350153,31411,"REBILL",32.95
52350154,31411,"REBILL",32.95
52350155,31411,"REBILL",32.95
52350156,31411,"REBILL",32.95
52350157,31411,"REBILL",32.95
52350158,31411,"REBILL",32.95
52350159,31411,"REBILL",32.95
52350160,31411,"REBILL",32.95
52350161,31411,"REBILL",32.95
52350162,31411,"REBILL",32.95
52350163,31411,"REBILL",32.95
52350164,31411,"REBILL",32.95
52350165,31411,"REBILL",32.95
52350166,31411,"REBILL",32.95
52350167,31411,"REBILL",32.95
52350168,31411,"REBILL",32.95
52350169,31461,"REBILL",24.95
52350170,31461,"REBILL",24.95
52350171,31530,"REBILL",19.95
52350172,31530,"REBILL",19.95
52350173,31530,"REBILL",19.95
52350174,31530,"REBILL",19.95
52350175,31530,"REBILL",19.95
52350176,31530,"REBILL",19.95
52350177,31530,"REBILL",19.95
52350178,31530,"REBILL",19.95
52350179,31530,"REBILL",19.95
52350180,31530,"REBILL",19.95
52350181,31530,"REBILL",19.95
52350182,31530,"REBILL",19.95
52350183,31530,"REBILL",19.95
52350184,31530,"REBILL",19.95
52350185,31530,"REBILL",19.95
52350186,31530,"REBILL",19.95
52350187,31549,"REBILL",24.95
52350188,31586,"REBILL",39.95
52350189,31594,"REBILL",24.95
52350190,31597,"REBILL",32.95
52350191,31597,"REBILL",32.95
52350192,31597,"REBILL",32.95
52350193,31597,"REBILL",32.95
52350194,31641,"REBILL",39.95
52350195,31678,"REBILL",29.95
52350196,31686,"REBILL",24.95
52350197,31686,"REBILL",24.95
52350198,31686,"REBILL",24.95
52350199,31752,"REBILL",39.95
52350200,31763,"CHARGEBACK",-24.95
52350201,31763,"CHARGEBACK",-24.95
52350202,31811,"REBILL",29.95
52350203,31811,"REBILL",29.95
52350204,31828,"REBILL",32.95
52350205,31828,"REBILL",32.95
52350206,31828,"REBILL",32.95
52350207,31828,"REBILL",32.95
52350208,31828,"REBILL",32.95
52350209,31844,"REBILL",19.95
52350210,31844,"REBILL",19.95
52350211,31844,"REBILL",19.95
52350212,31844,"REBILL",19.95
52350213,31855,"REBILL",32.95
52350214,31855,"REBILL",32.95
52350215,31855,"REBILL",32.95
52350216,31858,"REBILL",24.95
52350217,31858,"REBILL",24.95
52350218,31859,"REBILL",19.95
52350219,31864,"REBILL",39.95
52350220,31890,"REBILL",24.95
52350221,31890,"REBILL",24.95
52350222,31890,"REBILL",24.95
52350223,31985,"REBILL",39.95
52350224,31985,"REBILL",39.95
52350225,31986,"REBILL",24.95
52350226,32021,"REBILL",24.95
52350227,32021,"REBILL",24.95
52350228,32021,"REBILL",24.95
52350229,32021,"REBILL",24.95
52350230,32021,"REBILL",24.95
52350231,32021,"REBILL",24.95
52350232,32021,"REBILL",24.95
52350233,32021,"REBILL",24.95
52350234,32066,"REBILL",24.95
52350235,32066,"REBILL",24.95
52350236,32066,"REBILL",24.95
52350237,32066,"REBILL",24.95
52350238,32066,"REBILL",24.95
52350239,32066,"REBILL",24.95
52350240,32084,"REBILL",19.95
52350241,32084,"REBILL",19.95
52350242,32084,"REBILL",19.95
52350243,32084,"REBILL",19.95
52350244,32084,"REBILL",19.95
52350245,32084,"REBILL",19.95
52350246,32084,"REBILL",19.95
52350247,32084,"REBILL",19.95
52350248,32084,"REBILL",19.95
52350249,32084,"REBILL",19.95
52350250,32201,"REBILL",19.95
52350251,32201,"REBILL",19.95
52350252,32201,"REBILL",19.95
52350253,32204,"REBILL",24.95
52350254,32326,"REBILL",24.95
52350255,32326,"REBILL",24.95
52350256,32326,"REBILL",24.95
52350257,32326,"REBILL",24.95
52350258,32339,"REBILL",39.95
52350259,32339,"REBILL",39.95
52350260,32339,"REBILL",39.95
52350261,32339,"REBILL",39.95
52350262,32341,"REBILL",24.95
52350263,32341,"REBILL",24.95
52350264,32361,"REBILL",24.95
52350265,32361,"REBILL",24.95
52350266,32361,"REBILL",24.95
52350267,32385,"REBILL",32.95
52350268,32385,"REBILL",32.95
52350269,32385,"REBILL",32.95
52350270,32385,"REBILL",32.95
52350271,32385,"REBILL",32.95
52350272,32385,"REBILL",32.95
52350273,32385,"REBILL",32.95
52350274,32385,"REBILL",32.95
52350275,32385,"REBILL",32.95
52350276,32385,"REBILL",32.95
52350277,32385,"REBILL",32.95
52350278,32385,"REBILL",32.95
52350279,32407,"REBILL",39.95
52350280,32421,"REBILL",39.95
52350281,32421,"REBILL",39.95
52350282,32458,"REBILL",29.95
52350283,32496,"REBILL",24.95
52350284,32496,"REBILL",24.95
52350285,32496,"REBILL",24.95
52350286,32496,"REBILL",24.95
52350287,32513,"REBILL",19.95
52350288,32513,"REBILL",19.95
52350289,32513,"REBILL",19.95
52350290,32513,"REBILL",19.95
52350291,32513,"REBILL",19.95
52350292,32516,"REFUND",-32.95
52350293,32521,"REBILL",29.95
52350294,32560,"REBILL",24.95
52350295,32564,"REBILL",24.95
52350296,32589,"REBILL",19.95
52350297,32592,"REBILL",39.95
52350298,32598,"REBILL",24.95
52350299,32622,"REBILL",32.95
52350300,32623,"REBILL",39.95
52350301,32623,"REBILL",39.95
52350302,32623,"REBILL",39.95
52350303,32623,"REBILL",39.95
52350304,32623,"REBILL",39.95
52350305,32642,"REBILL",19.95
52350306,32642,"REBILL",19.95
52350307,32642,"REBILL",19.95
52350308,32642,"REBILL",19.95
52350309,32642,"REBILL",19.95
52350310,32703,"REBILL",24.95
52350311,32703,"REBILL",24.95
52350312,32703,"REBILL",24.95
52350313,32746,"REBILL",39.95
52350314,32746,"REBILL",39.95
52350315,32757,"REBILL",24.95
52350316,32838,"REBILL",24.95
52350317,32838,"REBILL",24.95
52350318,32852,"REFUND",-19.95
52350319,32855,"REBILL",29.95
52350320,32855,"REBILL",29.95
52350321,32855,"REBILL",29.95
52350322,32860,"REBILL",19.95
52350323,32860,"REBILL",19.95
52350324,33045,"REBILL",19.95
52350325,33045,"REBILL",19.95
52350326,33076,"REBILL",39.95
52350327,33080,"REBILL",24.95
52350328,33080,"REBILL",24.95
52350329,33111,"REBILL",29.95
52350330,33111,"REBILL",29.95
52350331,33175,"REBILL",24.95
52350332,33175,"REBILL",24.95
52350333,33175,"REBILL",24.95
52350334,33175,"REBILL",24.95
52350335,33181,"REBILL",29.95
52350336,33186,"REBILL",29.95
52350337,33186,"REBILL",29.95
52350338,33186,"REBILL",29.95
52350339,33186,"REBILL",29.95
52350340,33202,"REBILL",29.95
52350341,33202,"REBILL",29.95
52350342,33202,"REBILL",29.95
52350343,33211,"REBILL",32.95
52350344,33211,"REBILL",32.95
52350345,33211,"REBILL",32.95
52350346,33211,"REBILL",32.95
52350347,33211,"REBILL",32.95
52350348,33211,"REBILL",32.95
52350349,33211,"REBILL",32.95
52350350,33211,"REBILL",32.95
52350351,33211,"REBILL",32.95
52350352,33254,"REBILL",32.95
52350353,33254,"REBILL",32.95
52350354,33260,"REBILL",29.95
52350355,33275,"REBILL",32.95
52350356,33295,"REBILL",19.95
52350357,33295,"REBILL",19.95
52350358,33295,"REBILL",19.95
52350359,33314,"REBILL",29.95
52350360,33336,"REBILL",39.95
52350361,33357,"REBILL",39.95
52350362,33391,"REBILL",29.95
52350363,33391,"REBILL",29.95
52350364,33418,"REBILL",24.95
52350365,33418,"REBILL",24.95
52350366,33418,"REBILL",24.95
52350367,33418,"REBILL",24.95
52350368,33418,"REBILL",24.95
52350369,33418,"REBILL",24.95
52350370,33418,"REBILL",24.95
52350371,33418,"REBILL",24.95
52350372,33459,"REBILL",24.95
52350373,33459,"REBILL",24.95
52350374,33459,"REBILL",24.95
52350375,33459,"REBILL",24.95
52350376,33459,"REBILL",24.95
52350377,33459,"REBILL",24.95
52350378,33461,"REBILL",19.95
52350379,33461,"REBILL",19.95
52350380,33465,"REBILL",24.95
52350381,33465,"REBILL",24.95
52350382,33465,"REBILL",24.95
52350383,33465,"REBILL",24.95
52350384,33465,"REBILL",24.95
52350385,33465,"REBILL",24.95
52350386,33470,"REBILL",39.95
52350387,33497,"REBILL",39.95
52350388,33551,"REBILL",24.95
52350389,33590,"REBILL",39.95
52350390,33590,"REBILL",39.95
52350391,33590,"REBILL",39.95
52350392,33600,"REBILL",24.95
52350393,33608,"REBILL",32.95
52350394,33608,"REBILL",32.95
52350395,33608,"REBILL",32.95
52350396,33649,"REBILL",39.95
52350397,33649,"REBILL",39.95
52350398,33789,"REBILL",24.95
52350399,33789,"REBILL",24.95
52350400,33789,"REBILL",24.95
52350401,33789,"REBILL",24.95
52350402,33817,"REBILL",19.95
52350403,33829,"REBILL",39.95
52350404,33829,"REBILL",39.95
52350405,33855,"REBILL",32.95
52350406,33855,"REBILL",32.95
52350407,33895,"REBILL",32.95
52350408,33895,"REBILL",32.95
52350409,33897,"REBILL",24.95
52350410,33904,"REBILL",32.95
52350411,33904,"REBILL",32.95
52350412,33904,"REBILL",32.95
52350413,33904,"REBILL",32.95
52350414,33904,"REBILL",32.95
52350415,33904,"REBILL",32.95
52350416,33904,"REBILL",32.95
52350417,33904,"REBILL",32.95
52350418,33904,"REBILL",32.95
52350419,33904,"REBILL",32.95
52350420,33924,"REBILL",32.95
52350421,33957,"REBILL",29.95
52350422,33957,"REBILL",29.95
52350423,33986,"REBILL",32.95
52350424,33986,"REBILL",32.95
52350425,33986,"REBILL",32.95
52350426,33986,"REBILL",32.95
52350427,33986,"REBILL",32.95
52350428,33986,"REBILL",32.95
52350429,34001,"REBILL",29.95
52350430,34001,"REBILL",29.95
52350431,34001,"REBILL",29.95
52350432,34012,"REBILL",29.95
52350433,34012,"REBILL",29.95
52350434,34069,"REBILL",39.95
52350435,34069,"REBILL",39.95
52350436,34121,"REBILL",39.95
52350437,34121,"REBILL",39.95
52350438,34125,"REFUND",-19.95
52350439,34125,"REFUND",-19.95
52350440,34149,"REBILL",24.95
52350441,34149,"REBILL",24.95
52350442,34149,"REBILL",24.95
52350443,34149,"REBILL",24.95
52350444,34149,"REBILL",24.95
52350445,34167,"REBILL",24.95
52350446,34167,"REBILL",24.95
52350447,34192,"REBILL",19.95
52350448,34192,"REBILL",19.95
52350449,34192,"REBILL",19.95
52350450,34192,"REBILL",19.95
52350451,34192,"REBILL",19.95
52350452,34192,"REBILL",19.95
52350453,34218,"REBILL",39.95
52350454,34239,"REBILL",24.95
52350455,34251,"REBILL",24.95
52350456,34251,"REBILL",24.95
52350457,34251,"REBILL",24.95
52350458,34251,"REBILL",24.95
52350459,34251,"REBILL",24.95
52350460,34251,"REBILL",24.95
52350461,34251,"REBILL",24.95
52350462,34251,"REBILL",24.95
52350463,34251,"REBILL",24.95
52350464,34251,"REBILL",24.95
52350465,34251,"REBILL",24.95
52350466,34251,"REBILL",24.95
52350467,34264,"REBILL",39.95
52350468,34264,"REBILL",39.95
52350469,34304,"REBILL",29.95
52350470,34304,"REBILL",29.95
52350471,34329,"REBILL",32.95
52350472,34329,"REBILL",32.95
52350473,34329,"REBILL",32.95
52350474,34329,"REBILL",32.95
52350475,34329,"REBILL",32.95
52350476,34335,"REBILL",24.95
52350477,34335,"REBILL",24.95
52350478,34335,"REBILL",24.95
52350479,34335,"REBILL",24.95
52350480,34335,"REBILL",24.95
52350481,34335,"REBILL",24.95
52350482,34335,"REBILL",24.95
52350483,34335,"REBILL",24.95
52350484,34355,"REBILL",39.95
52350485,34355,"REBILL",39.95
52350486,34355,"REBILL",39.95
52350487,34355,"REBILL",39.95
52350488,34369,"REBILL",39.95
52350489,34369,"REBILL",39.95
52350490,34369,"REBILL",39.95
52350491,34400,"REBILL",24.95
52350492,34400,"REBILL",24.95
52350493,34400,"REBILL",24.95
52350494,34400,"REBILL",24.95
52350495,34409,"REBILL",39.95
52350496,34429,"REBILL",29.95
52350497,34446,"REBILL",29.95
52350498,34446,"REBILL",29.95
52350499,34446,"REBILL",29.95
52350500,34460,"REBILL",24.95
52350501,34485,"REBILL",32.95
52350502,34485,"REBILL",32.95
52350503,34485,"REBILL",32.95
52350504,34485,"REBILL",32.95
52350505,34485,"REBILL",32.95
52350506,34485,"REBILL",32.95
52350507,34485,"REBILL",32.95
52350508,34485,"REBILL",32.95
52350509,34485,"REBILL",32.95
52350510,34485,"REBILL",32.95
52350511,34492,"REBILL",39.95
52350512,34504,"REBILL",39.95
52350513,34507,"REBILL",39.95
52350514,34524,"REBILL",29.95
52350515,34524,"REBILL",29.95
52350516,34527,"REBILL",24.95
52350517,34527,"REBILL",24.95
52350518,34571,"REBILL",29.95
52350519,34571,"REBILL",29.95
52350520,34583,"REBILL",24.95
52350521,34586,"REFUND",-24.95
52350522,34592,"CHARGEBACK",-39.95
52350523,34607,"REBILL",29.95
52350524,34607,"REBILL",29.95
52350525,34607,"REBILL",29.95
52350526,34607,"REBILL",29.95
52350527,34610,"REBILL",19.95
52350528,34610,"REBILL",19.95
52350529,34619,"REBILL",24.95
52350530,34619,"REBILL",24.95
52350531,34619,"REBILL",24.95
52350532,34619,"REBILL",24.95
52350533,34619,"REBILL",24.95
52350534,34619,"REBILL",24.95
52350535,34631,"CHARGEBACK",-19.95
52350536,34631,"CHARGEBACK",-19.95
52350537,34636,"REBILL",19.95
52350538,34657,"REBILL",19.95
52350539,34657,"REBILL",19.95
52350540,34657,"REBILL",19.95
52350541,34657,"REBILL",19.95
52350542,34657,"REBILL",19.95
52350543,34657,"REBILL",19.95
52350544,34658,"REBILL",24.95
52350545,34658,"REBILL",24.95
52350546,34658,"REBILL",24.95
52350547,34658,"REBILL",24.95
52350548,34658,"REBILL",24.95
52350549,34689,"REBILL",39.95
52350550,34702,"REBILL",32.95
52350551,34702,"REBILL",32.95
52350552,34702,"REBILL",32.95
52350553,34735,"REBILL",24.95
52350554,34735,"REBILL",24.95
52350555,34735,"REBILL",24.95
52350556,34735,"REBILL",24.95
52350557,34771,"REBILL",32.95
52350558,34771,"REBILL",32.95
52350559,34771,"REBILL",32.95
52350560,34771,"REBILL",32.95
52350561,34771,"REBILL",32.95
52350562,34793,"REBILL",24.95
52350563,34793,"REBILL",24.95
52350564,34793,"REBILL",24.95
52350565,34793,"REBILL",24.95
52350566,34793,"REBILL",24.95
52350567,34804,"REBILL",24.95
52350568,34817,"REBILL",19.95
52350569,34817,"REBILL",19.95
52350570,34817,"REBILL",19.95
52350571,34817,"REBILL",19.95
52350572,34829,"REBILL",24.95
52350573,34836,"REBILL",19.95
52350574,34839,"REBILL",39.95
52350575,34849,"REBILL",19.95
52350576,34897,"CHARGEBACK",-24.95
52350577,34897,"CHARGEBACK",-24.95
52350578,34897,"CHARGEBACK",-24.95
52350579,34923,"REBILL",19.95
52350580,34923,"REBILL",19.95
52350581,34923,"REBILL",19.95
52350582,34927,"REBILL",39.95
52350583,34928,"REBILL",24.95
52350584,34928,"REBILL",24.95
52350585,34928,"REBILL",24.95
52350586,34929,"REFUND",-19.95
52350587,34929,"REFUND",-19.95
52350588,34929,"REFUND",-19.95
52350589,34929,"REFUND",-19.95
52350590,34940,"REBILL",39.95
52350591,34971,"REBILL",24.95
52350592,34971,"REBILL",24.95
52350593,34971,"REBILL",24.95
52350594,35007,"REBILL",29.95
52350595,35007,"REBILL",29.95
52350596,35010,"REBILL",24.95
52350597,35038,"REBILL",32.95
52350598,35038,"REBILL",32.95
52350599,35038,"REBILL",32.95
52350600,35038,"REBILL",32.95
52350601,35042,"REBILL",29.95
52350602,35042,"REBILL",29.95
52350603,35042,"REBILL",29.95
52350604,35042,"REBILL",29.95
52350605,35069,"REBILL",29.95
52350606,35069,"REBILL",29.95
52350607,35099,"REBILL",32.95
52350608,35099,"REBILL",32.95
52350609,35099,"REBILL",32.95
52350610,35099,"REBILL",32.95
52350611,35129,"REBILL",24.95
52350612,35129,"REBILL",24.95
52350613,35146,"REBILL",29.95
52350614,35150,"REBILL",24.95
52350615,35150,"REBILL",24.95
52350616,35150,"REBILL",24.95
52350617,35150,"REBILL",24.95
52350618,35150,"REBILL",24.95
52350619,35150,"REBILL",24.95
52350620,35150,"REBILL",24.95
52350621,35150,"REBILL",24.95
52350622,35150,"REBILL",24.95
52350623,35151,"REBILL",32.95
52350624,35151,"REBILL",32.95
52350625,35156,"REBILL",39.95
52350626,35156,"REBILL",39.95
52350627,35192,"REBILL",39.95
52350628,35222,"REFUND",-32.95
52350629,35223,"REBILL",24.95
52350630,35223,"REBILL",24.95
52350631,35223,"REBILL",24.95
52350632,35254,"REBILL",29.95
52350633,35254,"REBILL",29.95
52350634,35255,"REBILL",32.95
52350635,35255,"REBILL",32.95
52350636,35267,"REBILL",39.95
52350637,35292,"REBILL",32.95
52350638,35299,"REBILL",29.95
52350639,35300,"REBILL",32.95
52350640,35300,"REBILL",32.95
52350641,35300,"REBILL",32.95
52350642,35329,"REBILL",32.95
52350643,35338,"REBILL",24.95
52350644,35338,"REBILL",24.95
52350645,35338,"REBILL",24.95
52350646,35338,"REBILL",24.95
52350647,35338,"REBILL",24.95
52350648,35338,"REBILL",24.95
52350649,35338,"REBILL",24.95
52350650,35338,"REBILL",24.95
52350651,35338,"REBILL",24.95
52350652,35338,"REBILL",24.95
52350653,35338,"REBILL",24.95
52350654,35338,"REBILL",24.95
52350655,35338,"REBILL",24.95
52350656,35338,"REBILL",24.95
52350657,35338,"REBILL",24.95
52350658,35362,"REBILL",24.95
52350659,35362,"REBILL",24.95
52350660,35362,"REBILL",24.95
52350661,35362,"REBILL",24.95
52350662,35362,"REBILL",24.95
52350663,35403,"REBILL",39.95
52350664,35403,"REBILL",39.95
52350665,35403,"REBILL",39.95
52350666,35494,"REBILL",32.95
52350667,35494,"REBILL",32.95
52350668,35530,"REBILL",24.95
52350669,35546,"REBILL",39.95
52350670,35617,"REBILL",19.95
52350671,35617,"REBILL",19.95
52350672,35617,"REBILL",19.95
52350673,35623,"REFUND",-29.95
52350674,35626,"REBILL",32.95
52350675,35626,"REBILL",32.95
52350676,35626,"REBILL",32.95
52350677,35698,"REBILL",24.95
52350678,35698,"REBILL",24.95
52350679,35698,"REBILL",24.95
52350680,35698,"REBILL",24.95
52350681,35698,"REBILL",24.95
52350682,35698,"REBILL",24.95
52350683,35698,"REBILL",24.95
52350684,35698,"REBILL",24.95
52350685,35718,"REFUND",-24.95
52350686,35718,"REFUND",-24.95
52350687,35718,"REFUND",-24.95
52350688,35732,"REBILL",24.95
52350689,35732,"REBILL",24.95
52350690,35732,"REBILL",24.95
52350691,35732,"REBILL",24.95
52350692,35733,"REBILL",24.95
52350693,35733,"CHARGEBACK",-24.95
52350694,35857,"REFUND",-29.95
52350695,35857,"REFUND",-29.95
52350696,35857,"REFUND",-29.95
52350697,35860,"REBILL",24.95
52350698,35860,"REBILL",24.95
52350699,35860,"REBILL",24.95
52350700,35860,"REBILL",24.95
52350701,35890,"REBILL",24.95
52350702,35890,"REBILL",24.95
52350703,35914,"REBILL",39.95
52350704,35914,"REBILL",39.95
52350705,35914,"REBILL",39.95
52350706,35914,"REBILL",39.95
52350707,35914,"CHARGEBACK",-39.95
52350708,35914,"CHARGEBACK",-39.95
52350709,35914,"CHARGEBACK",-39.95
52350710,35914,"CHARGEBACK",-39.95
52350711,35967,"REBILL",19.95
52350712,35967,"REBILL",19.95
52350713,35967,"REBILL",19.95
52350714,35971,"REBILL",39.95
52350715,35971,"REBILL",39.95
52350716,36006,"REBILL",29.95
52350717,36006,"REBILL",29.95
52350718,36008,"REBILL",24.95
52350719,36008,"REBILL",24.95
52350720,36008,"REBILL",24.95
52350721,36008,"REBILL",24.95
52350722,36051,"REBILL",19.95
52350723,36051,"REBILL",19.95
52350724,36051,"REBILL",19.95
52350725,36081,"REBILL",32.95
52350726,36081,"REBILL",32.95
52350727,36173,"REFUND",-24.95
52350728,36173,"REFUND",-24.95
52350729,36178,"REBILL",24.95
52350730,36200,"REBILL",24.95
52350731,36242,"REBILL",24.95
52350732,36260,"REBILL",29.95
52350733,36261,"REBILL",39.95
52350734,36270,"REBILL",24.95
52350735,36270,"REBILL",24.95
52350736,36270,"REBILL",24.95
52350737,36299,"REBILL",19.95
52350738,36299,"REBILL",19.95
52350739,36299,"REBILL",19.95
52350740,36299,"REBILL",19.95
52350741,36299,"REBILL",19.95
52350742,36299,"REBILL",19.95
52350743,36307,"REBILL",39.95
52350744,36307,"REBILL",39.95
52350745,36320,"REBILL",24.95
52350746,36320,"REBILL",24.95
52350747,36320,"REBILL",24.95
52350748,36320,"REBILL",24.95
52350749,36320,"REBILL",24.95
52350750,36327,"REBILL",39.95
52350751,36332,"REFUND",-39.95
52350752,36359,"REBILL",24.95
52350753,36359,"REBILL",24.95
52350754,36368,"REBILL",39.95
52350755,36368,"REBILL",39.95
52350756,36368,"REBILL",39.95
52350757,36368,"REBILL",39.95
52350758,36386,"REBILL",19.95
52350759,36386,"REBILL",19.95
52350760,36386,"REBILL",19.95
52350761,36386,"REBILL",19.95
52350762,36386,"REBILL",19.95
52350763,36386,"REBILL",19.95
52350764,36386,"REBILL",19.95
52350765,36402,"REBILL",32.95
52350766,36426,"REBILL",19.95
52350767,36426,"REBILL",19.95
52350768,36426,"REBILL",19.95
52350769,36478,"REBILL",19.95
52350770,36478,"REBILL",19.95
52350771,36478,"REBILL",19.95
52350772,36478,"REBILL",19.95
52350773,36478,"REBILL",19.95
52350774,36478,"REBILL",19.95
52350775,36478,"REBILL",19.95
52350776,36478,"REBILL",19.95
52350777,36478,"REBILL",19.95
52350778,36478,"REBILL",19.95
52350779,36478,"REBILL",19.95
52350780,36484,"REBILL",19.95
52350781,36511,"REBILL",32.95
52350782,36511,"REBILL",32.95
52350783,36538,"REBILL",39.95
52350784,36550,"REBILL",39.95
52350785,36562,"REFUND",-19.95
52350786,36562,"REFUND",-19.95
52350787,36563,"REBILL",24.95
52350788,36563,"REBILL",24.95
52350789,36563,"REBILL",24.95
52350790,36563,"REBILL",24.95
52350791,36563,"REBILL",24.95
52350792,36563,"REBILL",24.95
52350793,36563,"REBILL",24.95
52350794,36604,"REBILL",32.95
52350795,36636,"REBILL",39.95
52350796,36636,"REBILL",39.95
52350797,36636,"REBILL",39.95
52350798,36639,"REFUND",-32.95
52350799,36639,"REFUND",-32.95
52350800,36639,"REFUND",-32.95
52350801,36640,"REBILL",29.95
52350802,36640,"REBILL",29.95
52350803,36640,"REBILL",29.95
52350804,36640,"REBILL",29.95
52350805,36640,"REBILL",29.95
52350806,36640,"REBILL",29.95
52350807,36640,"REFUND",-29.95
52350808,36661,"REBILL",39.95
52350809,36661,"REBILL",39.95
52350810,36669,"REBILL",29.95
52350811,36683,"REBILL",39.95
52350812,36691,"REBILL",19.95
52350813,36726,"REBILL",29.95
52350814,36761,"REBILL",29.95
52350815,36762,"REBILL",32.95
52350816,36767,"REBILL",24.95
52350817,36776,"REBILL",24.95
52350818,36776,"REBILL",24.95
52350819,36782,"REBILL",24.95
52350820,36782,"REBILL",24.95
52350821,36782,"REBILL",24.95
52350822,36782,"REBILL",24.95
52350823,36789,"REBILL",39.95
52350824,36791,"REFUND",-24.95
52350825,36791,"REFUND",-24.95
52350826,36791,"REFUND",-24.95
52350827,36819,"REBILL",29.95
52350828,36819,"REBILL",29.95
52350829,36819,"REBILL",29.95
52350830,36819,"REBILL",29.95
52350831,36819,"REBILL",29.95
52350832,36819,"REBILL",29.95
52350833,36823,"REBILL",24.95
52350834,36823,"REBILL",24.95
52350835,36850,"REBILL",32.95
52350836,36850,"REBILL",32.95
52350837,36850,"REBILL",32.95
52350838,36850,"REBILL",32.95
52350839,36850,"REBILL",32.95
52350840,36850,"REBILL",32.95
52350841,36850,"REBILL",32.95
52350842,36870,"REBILL",19.95
52350843,36870,"REBILL",19.95
52350844,36870,"REBILL",19.95
52350845,36876,"REBILL",29.95
52350846,36879,"REBILL",32.95
52350847,36919,"REBILL",24.95
52350848,36936,"REBILL",24.95
52350849,36936,"REBILL",24.95
52350850,36936,"REBILL",24.95
52350851,36936,"REBILL",24.95
52350852,36936,"REBILL",24.95
52350853,36936,"REBILL",24.95
52350854,36936,"REBILL",24.95
52350855,36936,"REBILL",24.95
52350856,36936,"REBILL",24.95
52350857,36937,"REBILL",19.95
52350858,36937,"REBILL",19.95
52350859,36952,"REBILL",29.95
52350860,36952,"REBILL",29.95
52350861,36952,"REBILL",29.95
52350862,36952,"REBILL",29.95
52350863,36952,"REBILL",29.95
52350864,36977,"REBILL",19.95
52350865,36981,"REBILL",29.95
52350866,36981,"REBILL",29.95
52350867,36981,"REBILL",29.95
